Site,Sample,Speciesname,Genus,Weight
JE0078,2515,Conomurex fasciatus,Conomurex,590
JE0078,2515,Chama species,Chama,68
JE0078,2515,Pinctada species,Pinctada,2
JE0078,2515,Plicatula plicata,Plicatula,13
JE0078,2515,Spondylus species,Spondylus,1
JE0078,2516,Chicoreus species,Chicoreus,43
JE0078,2516,Conomurex fasciatus,Conomurex,1029
JE0078,2516,Pinctada species,Pinctada,2
JE0078,2516,Plicatula plicata,Plicatula,5
JE0078,2516,Spondylus species,Spondylus,1
JE0078,2517,Chicoreus species,Chicoreus,1
JE0078,2517,Conomurex fasciatus,Conomurex,943
JE0078,2517,Chama species,Chama,8
JE0078,2517,Pinctada species,Pinctada,3
JE0078,2517,Plicatula plicata,Plicatula,7
JE0078,2517,Spondylus species,Spondylus,1
JE0078,2518,Conomurex fasciatus,Conomurex,1375.7
JE0078,2518,Chama species,Chama,7
JE0078,2518,Pinctada species,Pinctada,8
JE0078,2518,Plicatula plicata,Plicatula,14
JE0078,2518,Spondylus species,Spondylus,1
JE0078,2519,Chicoreus species,Chicoreus,99
JE0078,2519,Conomurex fasciatus,Conomurex,1126
JE0078,2519,Plicatula plicata,Plicatula,1
JE0078,2519,Spondylus species,Spondylus,10
JE0078,2520,Conomurex fasciatus,Conomurex,265
JE0078,2520,Chama species,Chama,15
JE0078,2520,Plicatula plicata,Plicatula,1
JE0078,2520,Spondylus species,Spondylus,1
JE0078,2521,Chicoreus species,Chicoreus,6
JE0078,2521,Conomurex fasciatus,Conomurex,145
JE0078,2521,Plicatula plicata,Plicatula,1
JE0078,2521,Spondylus species,Spondylus,1
JE0078,2522,Chicoreus species,Chicoreus,2
JE0078,2522,Conomurex fasciatus,Conomurex,45
JE0078,2522,Plicatula plicata,Plicatula,1
JE0078,2522,Spondylus species,Spondylus,1
JE0078,2525,Chicoreus species,Chicoreus,1
JE0078,2525,Conomurex fasciatus,Conomurex,31
JE0078,2525,Pinctada species,Pinctada,1
JE0078,2525,Plicatula plicata,Plicatula,1
JE0078,2525,Spondylus species,Spondylus,1
JE0078,2526,Conomurex fasciatus,Conomurex,18
JE0078,2526,Plicatula plicata,Plicatula,1
JE0078,2526,Spondylus species,Spondylus,1
JE0087,2537,Chicoreus species,Chicoreus,2
JE0087,2537,Conomurex fasciatus,Conomurex,2422
JE0087,2537,Pinctada species,Pinctada,3
JE0087,2538,Chicoreus species,Chicoreus,4
JE0087,2538,Conomurex fasciatus,Conomurex,2543
JE0087,2539,Conomurex fasciatus,Conomurex,959
JE0087,2540,Conomurex fasciatus,Conomurex,1583
JE0087,2541,Conomurex fasciatus,Conomurex,1640
JE0087,2543,Chicoreus species,Chicoreus,1
JE0087,2543,Conomurex fasciatus,Conomurex,795
JE0087,2542,Conomurex fasciatus,Conomurex,568
JE0087,2544,Chicoreus species,Chicoreus,2
JE0087,2544,Conomurex fasciatus,Conomurex,1464
JE0087,2544,Pinctada species,Pinctada,1
JE0087,2545,Conomurex fasciatus,Conomurex,2316
JE0087,2546,Conomurex fasciatus,Conomurex,1434
JE0087,2547,Conomurex fasciatus,Conomurex,1829
JE0087,2548,Conomurex fasciatus,Conomurex,2278
JE0087,2549,Conomurex fasciatus,Conomurex,1854
JE0087,2600,Conomurex fasciatus,Conomurex,1552
JE0087,2600,Pinctada species,Pinctada,1
JE0087,2601,Conomurex fasciatus,Conomurex,1532
JE0087,2602,Conomurex fasciatus,Conomurex,1343
JE0087,2603,Conomurex fasciatus,Conomurex,694
JE0087,2603,Plicatula plicata,Plicatula,5
JE0087,2605,Chicoreus species,Chicoreus,10
JE0087,2605,Conomurex fasciatus,Conomurex,1802
JE0087,2605,Pinctada species,Pinctada,17
JE0087,2606,Chicoreus species,Chicoreus,13
JE0087,2606,Conomurex fasciatus,Conomurex,1092
JE0087,2606,Pinctada species,Pinctada,8
JE0087,2646,Conomurex fasciatus,Conomurex,661
JE0087,2646,Plicatula plicata,Plicatula,6
JE0087,2646,Spondylus species,Spondylus,9
JE0087,2648,Conomurex fasciatus,Conomurex,343
JE0087,2648,Pinctada species,Pinctada,1
JE0087,2650,Chicoreus species,Chicoreus,1
JE0087,2650,Conomurex fasciatus,Conomurex,1461
JE0087,2650,Chama species,Chama,10
JE0087,2650,Pinctada species,Pinctada,8
JE0087,2650,Plicatula plicata,Plicatula,7
JE0087,2651,Conomurex fasciatus,Conomurex,1549
JE0087,2651,Pinctada species,Pinctada,2
JE0087,2652,Chicoreus species,Chicoreus,39
JE0087,2652,Conomurex fasciatus,Conomurex,1609
JE0087,2652,Pinctada species,Pinctada,27
JE0087,2652,Plicatula plicata,Plicatula,8
JE0087,2653,Conomurex fasciatus,Conomurex,1176
JE0087,2654,Conomurex fasciatus,Conomurex,868
JE0087,2654,Pinctada species,Pinctada,24
JE0087,2655,Conomurex fasciatus,Conomurex,1044
JE0087,2655,Pinctada species,Pinctada,4
JE0087,2656,Conomurex fasciatus,Conomurex,710
JE0087,2657,Conomurex fasciatus,Conomurex,375
JE0087,2658,Chicoreus species,Chicoreus,399
JE0087,2658,Conomurex fasciatus,Conomurex,969
JE0087,2658,Pinctada species,Pinctada,5
JE0087,2659,Chicoreus species,Chicoreus,6
JE0087,2659,Conomurex fasciatus,Conomurex,398
JE0087,2659,Pinctada species,Pinctada,18
JE0087,2660,Conomurex fasciatus,Conomurex,168
JE0087,2660,Pinctada species,Pinctada,1
JE0087,2661,Chicoreus species,Chicoreus,177
JE0087,2661,Conomurex fasciatus,Conomurex,924
JE0087,2662,Conomurex fasciatus,Conomurex,324
JE0087,2663,Chicoreus species,Chicoreus,26
JE0087,2663,Conomurex fasciatus,Conomurex,2314
JE0087,2664,Chicoreus species,Chicoreus,15
JE0087,2664,Conomurex fasciatus,Conomurex,262
JE0087,2664,Pinctada species,Pinctada,13
JE0087,2665,Conomurex fasciatus,Conomurex,184
JE0087,2665,Pinctada species,Pinctada,15
JE0087,2666,Chicoreus species,Chicoreus,11
JE0087,2666,Conomurex fasciatus,Conomurex,185
JE0087,2666,Pinctada species,Pinctada,6
JE0087,2667,Chicoreus species,Chicoreus,26
JE0087,2667,Conomurex fasciatus,Conomurex,321
JE0087,2667,Pinctada species,Pinctada,17
JE5642,2550,Chicoreus species,Chicoreus,19
JE5642,2550,Conomurex fasciatus,Conomurex,1657
JE5642,2550,Atactodea species,Atactodea,20
JE5642,2550,Chama species,Chama,80
JE5642,2550,Pinctada species,Pinctada,2
JE5642,2551,Chicoreus species,Chicoreus,64
JE5642,2551,Conomurex fasciatus,Conomurex,1792
JE5642,2551,Chama species,Chama,152
JE5642,2551,Spondylus species,Spondylus,70
JE5642,2552,Chicoreus species,Chicoreus,51
JE5642,2552,Pleuroploca trapezium,Pleuroploca,9
JE5642,2552,Conomurex fasciatus,Conomurex,1536
JE5642,2552,Chama species,Chama,17
JE5642,2552,Pinctada species,Pinctada,31
JE5642,2552,Plicatula plicata,Plicatula,24
JE5642,2554,Chicoreus species,Chicoreus,13
JE5642,2554,Conomurex fasciatus,Conomurex,1563
JE5642,2554,Atactodea species,Atactodea,75
JE5642,2554,Chama species,Chama,4
JE5642,2554,Pinctada species,Pinctada,36
JE5642,2554,Plicatula plicata,Plicatula,9
JE5642,2553,Chicoreus species,Chicoreus,19
JE5642,2553,Conomurex fasciatus,Conomurex,992
